phrase|type
time use|co-occurring
time usual|co-occurring
time view|co-occurring
time vote|co-occurring
time want|co-occurring
time wednesday|co-occurring
time whatev|co-occurring
time whenev|co-occurring
time whether|co-occurring
time wish|co-occurring
time withdraw|co-occurring
time within|co-occurring
time yea|co-occurring
time yield|co-occurring
tion bill|co-occurring
tire senat|co-occurring
titl 10|co-occurring
titl 11|co-occurring
titl 18|co-occurring
titl 23|co-occurring
titl 28|co-occurring
titl 3|co-occurring
titl 31|co-occurring
titl 38|co-occurring
titl 39|co-occurring
titl 4|co-occurring
titl 49|co-occurring
titl 5|co-occurring
titl amend|co-occurring
titl certain|co-occurring
titl committe|co-occurring
titl consid|co-occurring
titl follow|co-occurring
titl h|co-occurring
titl hous|co-occurring
titl ii|co-occurring
titl iii|co-occurring
titl insert|co-occurring
titl iv|co-occurring
titl joint|co-occurring
titl just|co-occurring
titl refer|co-occurring
titl report|co-occurring
titl s|co-occurring
titl second|co-occurring
titl shall|co-occurring
titl titl|co-occurring
titl v|co-occurring
titl viii|co-occurring
titl xii|co-occurring
titl xiii|co-occurring
titl xviii|co-occurring
tle bill|co-occurring
tle committe|co-occurring
tle gentleman|co-occurring
tle hous|co-occurring
tle senat|co-occurring
today amend|co-occurring
today busi|co-occurring
today calendar|co-occurring
today chair|co-occurring
today committe|co-occurring
today conclus|co-occurring
today confirm|co-occurring
today consider|co-occurring
today desir|co-occurring
today except|co-occurring
today execut|co-occurring
today file|co-occurring
today follow|co-occurring
today gentleman|co-occurring
today hold|co-occurring
today joint|co-occurring
today meet|co-occurring
today monday|co-occurring
today motion|co-occurring
today object|co-occurring
today order|co-occurring
today pend|co-occurring
today previous|co-occurring
today print|co-occurring
today proceed|co-occurring
today record|co-occurring
today refer|co-occurring
today request|co-occurring
today rule|co-occurring
today senat|co-occurring
today session|co-occurring
today shall|co-occurring
today stand|co-occurring
today subject|co-occurring
today therefor|co-occurring
today unanim|co-occurring
togeth accompani|co-occurring
togeth amend|co-occurring
togeth copi|co-occurring
togeth individu|co-occurring
togeth letter|co-occurring
togeth recommend|co-occurring
togeth report|co-occurring
togeth statement|co-occurring
togeth vote|co-occurring
told amend|co-occurring
told chairman|co-occurring
told vote|co-occurring
tomorrow 10|co-occurring
tomorrow 11|co-occurring
tomorrow 12|co-occurring
tomorrow 2|co-occurring
tomorrow afternoon|co-occurring
tomorrow amend|co-occurring
tomorrow ask|co-occurring
tomorrow bill|co-occurring
tomorrow can|co-occurring
tomorrow come|co-occurring
tomorrow conclus|co-occurring
tomorrow day|co-occurring
tomorrow debat|co-occurring
tomorrow file|co-occurring
tomorrow follow|co-occurring
tomorrow friday|co-occurring
tomorrow get|co-occurring
tomorrow hope|co-occurring
tomorrow hous|co-occurring
tomorrow immedi|co-occurring
tomorrow just|co-occurring
tomorrow like|co-occurring
tomorrow make|co-occurring
tomorrow may|co-occurring
tomorrow monday|co-occurring
tomorrow morn|co-occurring
tomorrow mr|co-occurring
tomorrow next|co-occurring
tomorrow night|co-occurring
tomorrow now|co-occurring
tomorrow object|co-occurring
tomorrow one|co-occurring
tomorrow order|co-occurring
tomorrow period|co-occurring
tomorrow saturday|co-occurring
tomorrow say|co-occurring
tomorrow senat|co-occurring
tomorrow session|co-occurring
tomorrow shall|co-occurring
tomorrow stand|co-occurring
tomorrow take|co-occurring
tomorrow think|co-occurring
tomorrow thursday|co-occurring
tomorrow time|co-occurring
tomorrow tomorrow|co-occurring
tomorrow tuesday|co-occurring
tomorrow two|co-occurring
tomorrow understand|co-occurring
tomorrow vote|co-occurring
tomorrow want|co-occurring
tomorrow wednesday|co-occurring
tomorrow will|co-occurring
tomorrow without|co-occurring
tonight ask|co-occurring
tonight bill|co-occurring
tonight can|co-occurring
tonight file|co-occurring
tonight may|co-occurring
tonight senat|co-occurring
tonight tomorrow|co-occurring
tonight vote|co-occurring
tonight will|co-occurring
took bill|co-occurring
took chair|co-occurring
took floor|co-occurring
took oath|co-occurring
took recess|co-occurring
took vote|co-occurring
total chang|co-occurring
total time|co-occurring
toth senat|co-occurring
touch bill|co-occurring
touch matter|co-occurring
touch question|co-occurring
touch subject|co-occurring
tower amend|co-occurring
transact public|co-occurring
transact sinc|co-occurring
transfer certain|co-occurring
transfer general|co-occurring
transfer junior|co-occurring
transfer last|co-occurring
transfer made|co-occurring
transfer pair|co-occurring
transfer previous|co-occurring
transfer senat|co-occurring
transfer senior|co-occurring
transfer vote|co-occurring
transmit copi|co-occurring
transmit draft|co-occurring
transmit herewith|co-occurring
transmit presid|co-occurring
transmit pursuant|co-occurring
transmit report|co-occurring
transmit secretari|co-occurring
transmit senat|co-occurring
transport author|co-occurring
transport relat|co-occurring
treasuri amend|co-occurring
treasuri herebi|co-occurring
treasuri otherwis|co-occurring
treasuri post|co-occurring
treasuri transmit|co-occurring
treasurypost offic|co-occurring
treat bill|co-occurring
treat one|co-occurring
treati ask|co-occurring
treati consid|co-occurring
treati document|co-occurring
treati read|co-occurring
treati stipul|co-occurring
treati vote|co-occurring
tri accommod|co-occurring
tri answer|co-occurring
tri arrang|co-occurring
tri ask|co-occurring
tri call|co-occurring
tri delay|co-occurring
tri dispos|co-occurring
tri expedit|co-occurring
tri finish|co-occurring
tri question|co-occurring
tri state|co-occurring
tri vote|co-occurring
trial amend|co-occurring
trial shall|co-occurring
troubl amend|co-occurring
true amend|co-occurring
true committe|co-occurring
true hous|co-occurring
true matter|co-occurring
true mr|co-occurring
true question|co-occurring
true report|co-occurring
true rule|co-occurring
true vote|co-occurring
truli enrol|co-occurring
trust amend|co-occurring
trust committe|co-occurring
trust gentleman|co-occurring
trust hous|co-occurring
trust may|co-occurring
trust profit|co-occurring
trust senat|co-occurring
trust shall|co-occurring
trust therefor|co-occurring
tucker act|co-occurring
tuesday afternoon|co-occurring
tuesday april|co-occurring
tuesday august|co-occurring
tuesday decemb|co-occurring
tuesday februari|co-occurring
tuesday hous|co-occurring
tuesday januari|co-occurring
tuesday juli|co-occurring
tuesday june|co-occurring
tuesday last|co-occurring
tuesday march|co-occurring
tuesday may|co-occurring
tuesday morn|co-occurring
tuesday next|co-occurring
tuesday novemb|co-occurring
tuesday octob|co-occurring
tuesday senat|co-occurring
tuesday septemb|co-occurring
tuesday wednesday|co-occurring
tuesday will|co-occurring
turn amend|co-occurring
turn committe|co-occurring
turn page|co-occurring
twelv oclock|co-occurring
twenti minut|co-occurring
twentyf minut|co-occurring
twice titl|co-occurring
twice vote|co-occurring
two addit|co-occurring
two amend|co-occurring
two appropri|co-occurring
two assist|co-occurring
two bill|co-occurring
two bodi|co-occurring
two brief|co-occurring
two claus|co-occurring
two clerk|co-occurring
two committe|co-occurring
two confer|co-occurring
two decis|co-occurring
two entir|co-occurring
two except|co-occurring
two gentleman|co-occurring
two gentlemen|co-occurring
two ground|co-occurring
two insert|co-occurring
two leader|co-occurring
two legisl|co-occurring
two line|co-occurring
two manag|co-occurring
two matter|co-occurring
two may|co-occurring
two meet|co-occurring
two minor|co-occurring
two minut|co-occurring
two name|co-occurring
two nomin|co-occurring
two observ|co-occurring
two oclock|co-occurring
two order|co-occurring
two paragraph|co-occurring
two place|co-occurring
two proposit|co-occurring
two refer|co-occurring
two report|co-occurring
two request|co-occurring
two reserv|co-occurring
two resolut|co-occurring
two rollcal|co-occurring
two rule|co-occurring
two section|co-occurring
two session|co-occurring
two shall|co-occurring
two short|co-occurring
two side|co-occurring
two speaker|co-occurring
two staff|co-occurring
two subject|co-occurring
two suggest|co-occurring
two telegram|co-occurring
two treati|co-occurring
two vote|co-occurring
two word|co-occurring
twothird affirm|co-occurring
twothird major|co-occurring
twothird present|co-occurring
twothird requir|co-occurring
twothird rule|co-occurring
tyde amend|co-occurring
type amend|co-occurring
typograph error|co-occurring
unabl answer|co-occurring
unabl determin|co-occurring
unabl hear|co-occurring
unabl particip|co-occurring
unabl present|co-occurring
unabl state|co-occurring
unabl vote|co-occurring
unanim action|co-occurring
unanim adopt|co-occurring
unanim agre|co-occurring
unanim agreement|co-occurring
unanim approv|co-occurring
unanim bill|co-occurring
unanim committe|co-occurring
unanim con|co-occurring
unanim favor|co-occurring
unanim one|co-occurring
unanim report|co-occurring
unanim request|co-occurring
unanimon consent|co-occurring
unanimouscons agreement|co-occurring
unanimouscons order|co-occurring
unanimouscons request|co-occurring
unanin consent|co-occurring
unanini consent|co-occurring
unaninm consent|co-occurring
unauthor appropri|co-occurring
unavoid absent|co-occurring
unavoid detain|co-occurring
unconstitut suprem|co-occurring
under amend|co-occurring
understand accept|co-occurring
understand accord|co-occurring
understand act|co-occurring
understand action|co-occurring
understand adopt|co-occurring
understand agreement|co-occurring
understand amend|co-occurring
understand anoth|co-occurring
understand arrang|co-occurring
understand ask|co-occurring
understand bill|co-occurring
understand busi|co-occurring
understand call|co-occurring
understand can|co-occurring
understand chairman|co-occurring
understand clear|co-occurring
understand committe|co-occurring
understand complet|co-occurring
understand confer|co-occurring
understand consid|co-occurring
understand consider|co-occurring
understand correct|co-occurring
understand cours|co-occurring
understand debat|co-occurring
understand decis|co-occurring
understand desir|co-occurring
understand discuss|co-occurring
understand distinguish|co-occurring
understand effect|co-occurring
understand entir|co-occurring
understand exact|co-occurring
understand except|co-occurring
understand favor|co-occurring
understand first|co-occurring
understand follow|co-occurring
understand gentleman|co-occurring
understand gentlemen|co-occurring
understand h|co-occurring
understand hous|co-occurring
understand howev|co-occurring
understand intend|co-occurring
understand item|co-occurring
understand joint|co-occurring
understand last|co-occurring
understand leadership|co-occurring
understand least|co-occurring
understand lie|co-occurring
understand limit|co-occurring
understand lose|co-occurring
understand made|co-occurring
understand major|co-occurring
understand make|co-occurring
understand manag|co-occurring
understand matter|co-occurring
understand may|co-occurring
understand measur|co-occurring
understand meet|co-occurring
understand member|co-occurring
understand mere|co-occurring
understand minor|co-occurring
understand morn|co-occurring
understand motion|co-occurring
understand move|co-occurring
understand mr|co-occurring
understand necessari|co-occurring
understand next|co-occurring
understand now|co-occurring
understand object|co-occurring
understand one|co-occurring
understand order|co-occurring
understand parliamentari|co-occurring
understand pass|co-occurring
understand pend|co-occurring
understand point|co-occurring
understand practic|co-occurring
understand precis|co-occurring
understand present|co-occurring
understand previous|co-occurring
understand probabl|co-occurring
